Sample_No,Date,Sample_Point,Town,Measure,Result,Units
647149,2018-01-11,TA_12407,Tarnstead,Turbidity,0.3,NTU
609431,2017-10-16,PA_19684,Paethsmouth,E. coli,0,Orgs/100mL
624840,2017-12-07,SW_11438,Swadlincote,E. coli,0,Orgs/100mL
636031,2017-07-14,SN_15690,Snake's Canyon,Turbidity,0.05,NTU
600157,2017-07-17,PA_14206,Paethsmouth,Turbidity,0.2,NTU
655671,2017-07-20,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
647701,2017-07-20,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
655643,2017-04-13,SW_12557,Swadlincote,Turbidity,0.1,NTU
620708,2017-04-07,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
697175,2017-04-06,PA_10485,Paethsmouth,Turbidity,0.2,NTU
692858,2017-04-13,ME_19934,Merton,Turbidity,0.1,NTU
620564,2017-04-12,TA_12934,Tarnstead,THM,0.006,mg/L
666258,2017-07-27,BL_13006,Blancathey,Turbidity,0.05,NTU
603883,2017-07-27,SW_17925,Swadlincote,Turbidity,0.05,NTU
686342,2017-04-13,SO_18754,Southwold,Turbidity,0.1,NTU
638308,2017-07-20,PO_10333,Pontybridge,Turbidity,0.05,NTU
623708,2017-04-18,PA_11116,Paethsmouth,E. coli,0,Orgs/100mL
636270,2017-04-13,ME_19934,Merton,E. coli,0,Orgs/100mL
638459,2017-04-13,ST_18354,Strathmore,Turbidity,0.1,NTU
667376,2017-04-13,BE_13507,Bellmoral,Turbidity,0.1,NTU
672562,2017-05-04,ME_15547,Merton,Turbidity,0.2,NTU
696304,2017-09-14,BL_13006,Blancathey,E. coli,0,Orgs/100mL
644197,2017-09-14,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
605013,2017-09-14,TA_11822,Tarnstead,Turbidity,0.1,NTU
643496,2017-10-02,PA_14206,Paethsmouth,Turbidity,0.1,NTU
637478,2017-10-02,PA_14206,Paethsmouth,E. coli,0,Orgs/100mL
693246,2017-09-25,PA_14918,Paethsmouth,Turbidity,0.1,NTU
651174,2017-08-24,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
690331,2017-08-24,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
611551,2017-08-24,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
687363,2017-08-23,WA_18008,Wakefield,E. coli,0,Orgs/100mL
675689,2017-08-24,SO_14280,Southwold,E. coli,0,Orgs/100mL
689682,2017-08-24,SW_15649,Swadlincote,E. coli,0,Orgs/100mL
603361,2017-08-24,ME_18009,Merton,E. coli,0,Orgs/100mL
630624,2017-08-28,PA_10485,Paethsmouth,E. coli,0,Orgs/100mL
602604,2017-08-28,PA_10485,Paethsmouth,Turbidity,0.1,NTU
670801,2017-08-24,BE_15094,Bellmoral,E. coli,0,Orgs/100mL
677251,2017-08-31,SO_18754,Southwold,Turbidity,0.3,NTU
644609,2017-10-30,PA_11469,Paethsmouth,Turbidity,0.1,NTU
674486,2017-11-09,SN_11737,Snake's Canyon,Turbidity,0.1,NTU
614072,2017-11-13,PA_10485,Paethsmouth,Turbidity,0.2,NTU
683489,2017-08-24,ST_17872,Strathmore,E. coli,0,Orgs/100mL
628830,2017-08-24,ME_18009,Merton,THM,0.006,mg/L
630195,2017-11-09,SO_18754,Southwold,Turbidity,0.1,NTU
692640,2017-11-16,BE_17841,Bellmoral,E. coli,0,Orgs/100mL
696349,2017-11-15,WA_10025,Wakefield,Turbidity,0.1,NTU
602036,2017-10-12,SO_14953,Southwold,Turbidity,0.1,NTU
687379,2017-10-12,PO_16870,Pontybridge,Turbidity,0.05,NTU
627167,2017-12-01,ME_15640,Merton,Turbidity,0.1,NTU
615679,2017-10-12,TA_11822,Tarnstead,Turbidity,0.2,NTU
617201,2017-11-16,SN_14788,Snake's Canyon,THM,0.063,mg/L
648986,2017-10-18,WA_17864,Wakefield,E. coli,0,Orgs/100mL
629868,2018-01-05,BL_13006,Blancathey,E. coli,0,Orgs/100mL
659480,2018-01-05,ME_16148,Merton,E. coli,0,Orgs/100mL
692104,2018-01-08,PA_17652,Paethsmouth,E. coli,0,Orgs/100mL
644698,2017-12-20,WA_17864,Wakefield,Turbidity,0.1,NTU
663031,2017-12-21,BE_13507,Bellmoral,E. coli,0,Orgs/100mL
651123,2018-01-05,ME_16148,Merton,Turbidity,0.3,NTU
651274,2018-01-05,SW_11069,Swadlincote,E. coli,0,Orgs/100mL
634996,2017-12-14,SW_12557,Swadlincote,THM,0.007,mg/L
679205,2018-01-05,ST_16139,Strathmore,E. coli,0,Orgs/100mL
604266,2017-10-19,ST_17003,Strathmore,E. coli,0,Orgs/100mL
633693,2018-02-01,ST_19479,Strathmore,E. coli,0,Orgs/100mL
655586,2018-02-05,PA_12021,Paethsmouth,E. coli,0,Orgs/100mL
642032,2018-02-07,WA_17412,Wakefield,E. coli,0,Orgs/100mL
667755,2017-12-07,ME_19548,Merton,E. coli,0,Orgs/100mL
668988,2017-12-06,WA_17412,Wakefield,Turbidity,0.1,NTU
679792,2018-02-16,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
694798,2018-02-15,ST_11855,Strathmore,Turbidity,0.05,NTU
610327,2018-02-05,PA_12021,Paethsmouth,Turbidity,0.2,NTU
621484,2018-02-21,WA_18008,Wakefield,E. coli,0,Orgs/100mL
644585,2018-02-22,BL_13006,Blancathey,E. coli,0,Orgs/100mL
661190,2018-02-22,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
698380,2018-02-19,PA_19973,Paethsmouth,THM,0.14,mg/L
686070,2018-02-22,BL_13006,Blancathey,Turbidity,0.2,NTU
635192,2018-02-22,SW_10554,Swadlincote,E. coli,0,Orgs/100mL
635991,2018-02-22,BE_13507,Bellmoral,Turbidity,0.1,NTU
601480,2018-02-22,ME_17893,Merton,Turbidity,0.3,NTU
637213,2018-02-22,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
618143,2017-05-11,SO_17043,Southwold,E. coli,0,Orgs/100mL
666193,2017-05-18,BL_14594,Blancathey,Turbidity,0.2,NTU
610816,2017-09-11,PA_11116,Paethsmouth,THM,0.007,mg/L
603976,2017-11-16,BL_14330,Blancathey,E. coli,0,Orgs/100mL
684958,2017-05-25,SN_14943,Snake's Canyon,Turbidity,0.3,NTU
600798,2017-05-25,ME_17891,Merton,Turbidity,0.2,NTU
674852,2017-05-25,SW_17925,Swadlincote,Turbidity,0.1,NTU
631200,2017-10-05,ST_16944,Strathmore,E. coli,0,Orgs/100mL
620153,2017-10-05,BL_14594,Blancathey,Turbidity,0.1,NTU
676820,2017-10-05,PO_10333,Pontybridge,Turbidity,0.1,NTU
602995,2017-05-18,PO_16870,Pontybridge,E. coli,0,Orgs/100mL
633033,2017-05-18,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
685402,2017-05-18,ST_13051,Strathmore,E. coli,0,Orgs/100mL
660597,2017-05-18,ME_19548,Merton,E. coli,0,Orgs/100mL
610359,2017-10-05,SO_17043,Southwold,Turbidity,0.1,NTU
697324,2017-10-05,SN_14943,Snake's Canyon,Turbidity,0.1,NTU
662997,2017-10-05,BE_16635,Bellmoral,Turbidity,0.1,NTU
692038,2017-10-05,BE_16635,Bellmoral,E. coli,0,Orgs/100mL
676822,2017-10-05,SW_11438,Swadlincote,Turbidity,0.1,NTU
668826,2017-08-31,BL_11946,Blancathey,E. coli,0,Orgs/100mL
659865,2017-08-24,SO_14280,Southwold,THM,0.006,mg/L
676698,2017-08-31,TA_12407,Tarnstead,Turbidity,0.1,NTU
643030,2017-08-31,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
661273,2017-08-31,SO_18754,Southwold,E. coli,0,Orgs/100mL
626888,2017-10-05,SW_11438,Swadlincote,E. coli,0,Orgs/100mL
618104,2017-08-31,PO_10936,Pontybridge,Turbidity,0.2,NTU
635794,2017-09-28,PO_16509,Pontybridge,Turbidity,0.1,NTU
618577,2017-09-28,PO_16509,Pontybridge,E. coli,0,Orgs/100mL
648859,2017-11-13,PA_10485,Paethsmouth,E. coli,0,Orgs/100mL
615413,2017-11-16,SO_12799,Southwold,Turbidity,0.1,NTU
636457,2017-11-16,PO_16870,Pontybridge,Turbidity,0.2,NTU
631920,2017-11-16,ME_15547,Merton,Turbidity,0.1,NTU
639891,2017-11-16,ST_19479,Strathmore,Turbidity,0.5,NTU
696758,2017-11-13,PA_10485,Paethsmouth,THM,0.009,mg/L
666389,2017-11-16,ST_19479,Strathmore,THM,0.009,mg/L
686937,2017-11-20,PA_12021,Paethsmouth,E. coli,0,Orgs/100mL
677573,2017-11-15,WA_10025,Wakefield,THM,0.009,mg/L
636819,2017-11-16,SW_10279,Swadlincote,THM,0.009,mg/L
663909,2017-11-20,PA_12021,Paethsmouth,Turbidity,0.2,NTU
631012,2017-12-01,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
631061,2017-11-30,SW_17925,Swadlincote,Turbidity,0.2,NTU
675757,2017-10-23,PA_17652,Paethsmouth,Turbidity,0.2,NTU
631419,2018-01-08,PA_17652,Paethsmouth,Turbidity,0.05,NTU
652895,2018-01-11,ST_17970,Strathmore,E. coli,0,Orgs/100mL
602520,2018-01-10,WA_15184,Wakefield,E. coli,0,Orgs/100mL
696717,2018-01-11,SO_14753,Southwold,E. coli,0,Orgs/100mL
641753,2018-01-11,ME_19866,Merton,E. coli,0,Orgs/100mL
619350,2018-01-11,SN_11423,Snake's Canyon,E. coli,0,Orgs/100mL
665363,2018-01-11,PO_10936,Pontybridge,Turbidity,0.1,NTU
600732,2018-01-11,PO_10936,Pontybridge,E. coli,0,Orgs/100mL
658981,2018-01-11,SO_14280,Southwold,E. coli,0,Orgs/100mL
685346,2018-01-18,PO_16509,Pontybridge,THM,0.049,mg/L
630385,2018-01-11,BE_18768,Bellmoral,Turbidity,0.1,NTU
673715,2018-01-11,BL_11946,Blancathey,E. coli,0,Orgs/100mL
699832,2018-01-11,ME_16507,Merton,E. coli,0,Orgs/100mL
620480,2018-01-10,WA_15184,Wakefield,Turbidity,0.05,NTU
609363,2018-01-11,ME_18009,Merton,E. coli,0,Orgs/100mL
636299,2018-01-11,ST_10925,Strathmore,Turbidity,0.1,NTU
614283,2018-01-11,TA_12407,Tarnstead,THM,0.005,mg/L
694843,2018-01-11,SO_14753,Southwold,Turbidity,0.1,NTU
635709,2018-01-11,BL_11946,Blancathey,Turbidity,0.1,NTU
626303,2018-01-11,BE_18768,Bellmoral,E. coli,0,Orgs/100mL
628928,2018-01-11,SW_18453,Swadlincote,E. coli,0,Orgs/100mL
642167,2018-01-11,SW_18453,Swadlincote,Turbidity,0.1,NTU
627714,2017-10-19,BL_13006,Blancathey,Turbidity,0.1,NTU
604110,2017-10-19,ME_16148,Merton,THM,0.008,mg/L
687542,2017-10-19,BL_13006,Blancathey,THM,0.051,mg/L
612791,2018-02-16,TA_12407,Tarnstead,Turbidity,0.1,NTU
667732,2018-02-15,BE_16639,Bellmoral,Turbidity,0.05,NTU
621095,2018-02-16,SO_19646,Southwold,E. coli,0,Orgs/100mL
694128,2018-02-16,SO_10696,Southwold,E. coli,0,Orgs/100mL
681130,2018-02-19,PA_19973,Paethsmouth,E. coli,0,Orgs/100mL
652511,2018-02-15,BL_14330,Blancathey,Turbidity,0.05,NTU
621651,2018-02-16,ME_17891,Merton,E. coli,0,Orgs/100mL
633196,2017-10-26,SO_14753,Southwold,E. coli,0,Orgs/100mL
686523,2018-02-19,PA_19973,Paethsmouth,Turbidity,0.05,NTU
679910,2017-10-12,ME_14356,Merton,E. coli,0,Orgs/100mL
620700,2017-10-12,ME_13530,Merton,E. coli,0,Orgs/100mL
648325,2017-10-11,WA_12904,Wakefield,Turbidity,0.1,NTU
683352,2017-10-12,ME_17256,Merton,E. coli,0,Orgs/100mL
620722,2017-10-12,SN_14788,Snake's Canyon,Turbidity,0.1,NTU
678516,2017-10-12,TA_11822,Tarnstead,THM,0.02,mg/L
624203,2017-10-12,ME_17256,Merton,Turbidity,0.1,NTU
665736,2017-10-12,BE_16639,Bellmoral,Turbidity,0.1,NTU
634297,2017-10-12,BL_14330,Blancathey,Turbidity,0.1,NTU
643898,2017-10-12,SW_10554,Swadlincote,Turbidity,0.2,NTU
680962,2017-09-28,BL_13006,Blancathey,E. coli,0,Orgs/100mL
639423,2017-09-28,SO_19646,Southwold,E. coli,0,Orgs/100mL
674210,2017-10-12,ST_18354,Strathmore,Turbidity,0.2,NTU
609676,2017-12-07,ST_17003,Strathmore,E. coli,0,Orgs/100mL
625121,2017-12-07,BE_16635,Bellmoral,E. coli,0,Orgs/100mL
642018,2017-12-07,ME_11431,Merton,E. coli,0,Orgs/100mL
640189,2017-12-07,PO_10936,Pontybridge,E. coli,0,Orgs/100mL
685971,2017-12-07,ME_19548,Merton,Turbidity,0.1,NTU
696327,2017-12-07,TA_13563,Tarnstead,Turbidity,0.2,NTU
627804,2017-12-07,ST_11113,Strathmore,Turbidity,0.1,NTU
687734,2017-12-11,PA_14918,Paethsmouth,E. coli,0,Orgs/100mL
634704,2017-12-07,SN_15690,Snake's Canyon,E. coli,0,Orgs/100mL
656151,2018-01-31,WA_18499,Wakefield,E. coli,0,Orgs/100mL
631196,2018-01-25,ME_15547,Merton,THM,0.006,mg/L
612412,2018-01-25,SN_11423,Snake's Canyon,THM,0.006,mg/L
622766,2018-02-01,SW_17925,Swadlincote,E. coli,0,Orgs/100mL
694276,2018-02-01,TA_11822,Tarnstead,E. coli,0,Orgs/100mL
675080,2018-02-01,SO_12799,Southwold,E. coli,0,Orgs/100mL
628573,2018-02-01,ST_13895,Strathmore,E. coli,0,Orgs/100mL
670497,2018-02-01,TA_11822,Tarnstead,Turbidity,0.1,NTU
693350,2018-02-01,ST_13895,Strathmore,Turbidity,0.1,NTU
680847,2018-02-01,SW_17925,Swadlincote,Turbidity,0.1,NTU
636568,2018-02-01,SO_12799,Southwold,Turbidity,0.1,NTU
627093,2018-01-31,WA_18499,Wakefield,Turbidity,0.1,NTU
632232,2018-02-01,BL_11946,Blancathey,Turbidity,0.05,NTU
641101,2018-02-01,ME_19289,Merton,E. coli,0,Orgs/100mL
618410,2018-02-01,ME_14145,Merton,E. coli,0,Orgs/100mL
614805,2018-01-11,ST_10925,Strathmore,E. coli,0,Orgs/100mL
633552,2018-02-01,BE_12742,Bellmoral,E. coli,0,Orgs/100mL
653695,2018-02-01,SN_14943,Snake's Canyon,Turbidity,0.05,NTU
617822,2018-02-01,BE_12742,Bellmoral,Turbidity,0.1,NTU
626135,2018-02-01,BL_11946,Blancathey,E. coli,0,Orgs/100mL
661645,2018-02-15,BE_16639,Bellmoral,THM,0.11,mg/L
662933,2018-01-11,ME_19866,Merton,Turbidity,0.1,NTU
642583,2018-01-11,SN_11423,Snake's Canyon,Turbidity,0.1,NTU
635246,2018-01-25,SO_18754,Southwold,THM,0.005,mg/L
626631,2018-02-01,PO_16870,Pontybridge,E. coli,0,Orgs/100mL
615052,2018-02-28,WA_17864,Wakefield,E. coli,0,Orgs/100mL
612884,2018-03-16,TA_11822,Tarnstead,THM,0.11,mg/L
620520,2018-03-16,BE_18768,Bellmoral,Turbidity,0.2,NTU
656630,2018-03-22,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
678504,2018-03-22,ME_16507,Merton,E. coli,0,Orgs/100mL
603207,2018-02-28,WA_17864,Wakefield,Turbidity,0.05,NTU
686682,2018-03-01,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
647110,2018-03-01,ME_13530,Merton,E. coli,0,Orgs/100mL
699579,2018-02-22,BL_13006,Blancathey,THM,0.18,mg/L
627806,2018-02-22,SO_11580,Southwold,THM,0.081,mg/L
624144,2018-03-01,ST_18680,Strathmore,E. coli,0,Orgs/100mL
677637,2018-02-08,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
685945,2018-02-08,SO_13517,Southwold,E. coli,0,Orgs/100mL
623843,2018-02-08,ME_19548,Merton,E. coli,0,Orgs/100mL
640425,2018-02-08,SW_11438,Swadlincote,E. coli,0,Orgs/100mL
691111,2018-02-22,SO_11580,Southwold,Turbidity,0.3,NTU
679125,2018-02-01,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
666373,2018-02-01,ME_19289,Merton,Turbidity,0.1,NTU
691668,2018-02-01,PO_16870,Pontybridge,Turbidity,0.05,NTU
664311,2018-03-01,ME_13530,Merton,Turbidity,0.05,NTU
673071,2018-03-01,SW_15649,Swadlincote,E. coli,0,Orgs/100mL
655588,2017-12-14,TA_12407,Tarnstead,Turbidity,0.1,NTU
625686,2018-03-01,BE_15094,Bellmoral,E. coli,0,Orgs/100mL
611789,2018-03-01,SN_11423,Snake's Canyon,E. coli,0,Orgs/100mL
656829,2017-12-14,ST_18680,Strathmore,Turbidity,0.2,NTU
650639,2017-12-14,ME_17893,Merton,E. coli,0,Orgs/100mL
668413,2017-12-14,SO_17043,Southwold,Turbidity,0.1,NTU
663777,2017-12-14,SO_17043,Southwold,E. coli,0,Orgs/100mL
633624,2018-01-29,PA_10485,Paethsmouth,E. coli,0,Orgs/100mL
697178,2018-02-15,SW_12557,Swadlincote,Turbidity,0.1,NTU
630707,2017-10-16,PA_19684,Paethsmouth,Turbidity,0.2,NTU
695916,2018-01-25,BE_15310,Bellmoral,E. coli,0,Orgs/100mL
639383,2018-01-24,WA_15101,Wakefield,Turbidity,0.05,NTU
643248,2018-01-25,ME_15547,Merton,Turbidity,0.05,NTU
665006,2018-01-25,SN_11423,Snake's Canyon,Turbidity,0.1,NTU
664116,2018-01-25,BE_15310,Bellmoral,Turbidity,0.05,NTU
657042,2018-01-25,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
658512,2018-01-25,SW_18483,Swadlincote,Turbidity,0.1,NTU
636633,2018-01-25,ST_14962,Strathmore,THM,0.007,mg/L
615518,2018-01-25,ST_14962,Strathmore,Turbidity,7.16,NTU
677447,2018-01-25,TA_12407,Tarnstead,Turbidity,0.1,NTU
638858,2018-01-25,SO_18754,Southwold,Turbidity,0.05,NTU
686541,2018-01-25,ST_17872,Strathmore,E. coli,0,Orgs/100mL
656674,2018-01-25,ME_15547,Merton,E. coli,0,Orgs/100mL
662976,2018-01-25,PO_10333,Pontybridge,Turbidity,0.05,NTU
606547,2018-01-25,SN_11423,Snake's Canyon,E. coli,0,Orgs/100mL
656125,2018-01-29,PA_10485,Paethsmouth,Turbidity,0.1,NTU
681932,2017-10-19,SW_12557,Swadlincote,E. coli,0,Orgs/100mL
664780,2018-01-19,BL_14330,Blancathey,THM,0.055,mg/L
680272,2018-01-18,BE_17841,Bellmoral,E. coli,0,Orgs/100mL
625581,2018-01-18,SW_10279,Swadlincote,E. coli,0,Orgs/100mL
627641,2018-01-19,ME_10188,Merton,E. coli,0,Orgs/100mL
613424,2018-01-19,SO_19426,Southwold,E. coli,0,Orgs/100mL
604114,2018-01-19,ME_11992,Merton,E. coli,0,Orgs/100mL
637529,2018-03-13,PA_15033,Paethsmouth,E. coli,0,Orgs/100mL
625886,2017-10-19,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
611381,2017-10-19,ME_16148,Merton,Turbidity,0.2,NTU
677309,2018-02-08,BE_16635,Bellmoral,Turbidity,0.05,NTU
625947,2018-02-08,BL_14594,Blancathey,E. coli,0,Orgs/100mL
629321,2018-02-08,ME_11431,Merton,E. coli,0,Orgs/100mL
610854,2018-02-08,ST_18354,Strathmore,E. coli,0,Orgs/100mL
607150,2018-02-08,SO_19853,Southwold,E. coli,0,Orgs/100mL
634564,2018-02-08,PO_16767,Pontybridge,E. coli,0,Orgs/100mL
654591,2018-02-08,ST_16875,Strathmore,E. coli,0,Orgs/100mL
618919,2018-02-08,SW_11438,Swadlincote,Turbidity,0.1,NTU
673533,2018-02-08,BL_14594,Blancathey,Turbidity,0.1,NTU
654224,2018-02-07,WA_17412,Wakefield,Turbidity,0.05,NTU
682998,2018-02-22,ST_14952,Strathmore,Turbidity,0.05,NTU
605538,2018-02-26,PA_14918,Paethsmouth,Turbidity,0.1,NTU
684781,2018-02-22,ME_17893,Merton,THM,0.13,mg/L
624724,2018-03-16,SW_18453,Swadlincote,E. coli,0,Orgs/100mL
642783,2018-03-16,ST_17736,Strathmore,E. coli,0,Orgs/100mL
628520,2018-03-16,ST_18354,Strathmore,E. coli,0,Orgs/100mL
657133,2018-03-19,PA_19684,Paethsmouth,E. coli,0,Orgs/100mL
691397,2018-02-22,ST_14952,Strathmore,THM,0.14,mg/L
698714,2018-02-08,TA_12934,Tarnstead,Turbidity,0.1,NTU
662695,2018-02-22,SN_15690,Snake's Canyon,THM,0.2,mg/L
648735,2018-02-08,PO_16767,Pontybridge,Turbidity,0.05,NTU
605643,2017-12-07,SW_11438,Swadlincote,Turbidity,0.2,NTU
603718,2017-12-07,BL_13006,Blancathey,Turbidity,0.05,NTU
608359,2018-02-12,PA_11116,Paethsmouth,Turbidity,0.05,NTU
600517,2018-03-16,SN_14788,Snake's Canyon,Turbidity,0.05,NTU
641078,2018-03-16,PO_16509,Pontybridge,THM,0.13,mg/L
697192,2018-03-16,SW_18453,Swadlincote,Turbidity,0.05,NTU
693056,2018-03-16,ME_19934,Merton,Turbidity,0.05,NTU
619585,2018-03-21,WA_10025,Wakefield,E. coli,0,Orgs/100mL
638883,2018-03-19,PA_19684,Paethsmouth,Turbidity,0.05,NTU
606181,2018-03-22,SN_11737,Snake's Canyon,E. coli,0,Orgs/100mL
695166,2018-02-15,BL_14330,Blancathey,E. coli,0,Orgs/100mL
680684,2018-04-17,PA_10485,Paethsmouth,Turbidity,0.1,NTU
645546,2018-02-22,PO_16509,Pontybridge,Turbidity,0.1,NTU
685649,2018-03-08,SN_14943,Snake's Canyon,E. coli,0,Orgs/100mL
642318,2018-03-08,SO_14953,Southwold,E. coli,0,Orgs/100mL
632512,2018-03-08,PO_16870,Pontybridge,E. coli,0,Orgs/100mL
690327,2018-03-22,SO_14280,Southwold,E. coli,0,Orgs/100mL
661178,2018-04-19,SO_19853,Southwold,Turbidity,0.1,NTU
609338,2018-03-16,ST_17736,Strathmore,Turbidity,0.05,NTU
620349,2018-03-22,BE_17841,Bellmoral,E. coli,0,Orgs/100mL
617680,2018-03-22,ST_16139,Strathmore,E. coli,0,Orgs/100mL
679920,2018-03-22,ST_17003,Strathmore,E. coli,0,Orgs/100mL
656926,2018-03-22,BL_14330,Blancathey,E. coli,0,Orgs/100mL
670793,2018-03-28,WA_15101,Wakefield,E. coli,0,Orgs/100mL
610071,2018-02-15,SW_12557,Swadlincote,E. coli,0,Orgs/100mL
669873,2017-12-07,TA_13563,Tarnstead,E. coli,0,Orgs/100mL
602989,2017-10-25,WA_18008,Wakefield,E. coli,0,Orgs/100mL
612476,2017-10-30,PA_11469,Paethsmouth,E. coli,0,Orgs/100mL
689737,2017-10-26,ST_10925,Strathmore,E. coli,0,Orgs/100mL
601762,2017-10-26,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
656737,2017-10-26,SW_15649,Swadlincote,E. coli,0,Orgs/100mL
624058,2018-02-15,ST_11855,Strathmore,E. coli,0,Orgs/100mL
692249,2018-02-16,ME_17891,Merton,Turbidity,0.05,NTU
658208,2017-12-06,WA_17412,Wakefield,E. coli,0,Orgs/100mL
693866,2017-10-19,TA_13563,Tarnstead,Turbidity,0.1,NTU
679165,2017-12-07,ST_14952,Strathmore,E. coli,0,Orgs/100mL
651115,2017-12-07,ME_17891,Merton,E. coli,0,Orgs/100mL
619338,2017-12-07,BL_13006,Blancathey,E. coli,0,Orgs/100mL
660444,2017-12-07,SO_10696,Southwold,E. coli,0,Orgs/100mL
676623,2017-10-26,BE_15094,Bellmoral,THM,0.007,mg/L
619392,2017-10-26,PO_10936,Pontybridge,E. coli,0,Orgs/100mL
668178,2017-10-26,ST_17970,Strathmore,E. coli,0,Orgs/100mL
600020,2018-01-15,PA_11469,Paethsmouth,E. coli,0,Orgs/100mL
677701,2017-10-26,SN_14788,Snake's Canyon,E. coli,0,Orgs/100mL
670943,2017-10-26,BE_15094,Bellmoral,E. coli,0,Orgs/100mL
621141,2018-03-01,BL_14330,Blancathey,Turbidity,0.05,NTU
675758,2018-03-08,TA_12934,Tarnstead,E. coli,0,Orgs/100mL
651706,2018-03-01,ST_18680,Strathmore,Turbidity,0.05,NTU
686590,2018-03-16,TA_11822,Tarnstead,Turbidity,0.2,NTU
664429,2018-03-16,SO_11134,Southwold,Turbidity,0.05,NTU
600823,2018-03-16,PO_16509,Pontybridge,Turbidity,0.1,NTU
614379,2018-03-01,ST_15552,Strathmore,E. coli,0,Orgs/100mL
621493,2018-02-22,ME_17893,Merton,E. coli,0,Orgs/100mL
609421,2018-03-05,PA_14206,Paethsmouth,E. coli,0,Orgs/100mL
645497,2018-03-01,SW_15649,Swadlincote,Turbidity,0.1,NTU
623934,2018-03-01,BE_15094,Bellmoral,Turbidity,0.1,NTU
616564,2018-03-01,TA_13563,Tarnstead,Turbidity,0.2,NTU
685150,2018-03-05,PA_14206,Paethsmouth,Turbidity,0.05,NTU
662114,2017-12-14,TA_12407,Tarnstead,E. coli,0,Orgs/100mL
604954,2017-12-14,BE_16639,Bellmoral,Turbidity,0.2,NTU
683809,2017-12-14,ME_17256,Merton,E. coli,0,Orgs/100mL
612602,2018-02-21,WA_18008,Wakefield,THM,0.12,mg/L
623107,2018-02-14,WA_12904,Wakefield,Turbidity,0.3,NTU
625820,2018-02-08,PO_16767,Pontybridge,THM,0.049,mg/L
614892,2018-02-15,ST_11113,Strathmore,E. coli,0,Orgs/100mL
624917,2018-03-29,BL_11946,Blancathey,E. coli,0,Orgs/100mL
626191,2018-03-29,PO_10936,Pontybridge,E. coli,0,Orgs/100mL
602369,2018-02-14,WA_12904,Wakefield,E. coli,0,Orgs/100mL
698137,2018-03-22,SO_14753,Southwold,E. coli,0,Orgs/100mL
693889,2018-03-08,BE_13422,Bellmoral,E. coli,0,Orgs/100mL
691372,2018-03-08,ST_16944,Strathmore,E. coli,0,Orgs/100mL
670776,2018-03-08,PO_16870,Pontybridge,Turbidity,5.79,NTU
616889,2018-03-08,ME_14356,Merton,Turbidity,0.05,NTU
677962,2018-03-08,BE_13422,Bellmoral,Turbidity,0.05,NTU
684020,2018-06-15,SO_19426,Southwold,Turbidity,0.1,NTU
698437,2018-03-08,BL_14594,Blancathey,E. coli,0,Orgs/100mL
698479,2018-03-08,SW_11069,Swadlincote,E. coli,0,Orgs/100mL
614219,2018-04-04,BL_14594,Blancathey,E. coli,0,Orgs/100mL
678184,2018-03-22,ME_19866,Merton,E. coli,0,Orgs/100mL
624358,2018-03-22,ME_18009,Merton,E. coli,0,Orgs/100mL
620536,2018-03-22,ME_19866,Merton,Turbidity,0.05,NTU
614476,2018-03-29,TA_12934,Tarnstead,Turbidity,0.1,NTU
688456,2018-04-06,BE_12742,Bellmoral,E. coli,0,Orgs/100mL
692709,2018-04-05,WA_18499,Wakefield,E. coli,0,Orgs/100mL
643012,2018-04-05,SO_19426,Southwold,E. coli,0,Orgs/100mL
697312,2018-03-29,ME_16215,Merton,Turbidity,0.05,NTU
684882,2018-03-01,SO_17043,Southwold,E. coli,0,Orgs/100mL
670863,2018-03-01,PO_10333,Pontybridge,E. coli,0,Orgs/100mL
685750,2018-03-08,ST_16944,Strathmore,Turbidity,0.05,NTU
669896,2018-03-08,SW_11069,Swadlincote,Turbidity,0.1,NTU
652383,2018-05-16,WA_15184,Wakefield,E. coli,0,Orgs/100mL
650615,2018-05-16,WA_15184,Wakefield,Turbidity,0.1,NTU
659645,2018-05-16,WA_15184,Wakefield,THM,0.007,mg/L
690226,2018-03-01,SO_17043,Southwold,Turbidity,0.1,NTU
681833,2017-12-14,BE_16639,Bellmoral,E. coli,0,Orgs/100mL
