V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,PID,psid,K2,project,gc,term,Q_TotalDuration,med,consent,city,tap,p01,p02,p03,p04,p05,p06,p07,p08,p09,p10,hardship,contact,trap,t01,t02,t03,t04,t05,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13
R_6PC7iq0zaxWERSJ,Default Response Set,Anonymous,,,68.5.73.153,0,2015-03-19 13:39:41,2015-03-19 13:39:59,1,1277777411,iZXUO4qzTRRgDxCrRoUd0Q**,27197,Qual712-0618WaterUtilities,2,otherCity,18,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_cHGmqvK21YPdoqx,Default Response Set,Anonymous,,,98.110.212.56,0,2015-03-19 13:39:40,2015-03-19 13:41:23,1,1221831791,iZXUO4qzTRSYxmnjcr3yiw**,27197,Qual712-0618WaterUtilities,2,attention,103,,1,3,1,2,4,2,6,6,3,3,5,4,3,4,2,0,,,,,,,,,,,,,,,,,,
R_5i2z9nZ40gTX5f7,Default Response Set,Anonymous,,,108.89.195.153,0,2015-03-19 13:39:41,2015-03-19 13:44:20,1,1249369092,iZXUO4qzTRQldUU-J-e77A**,27197,Qual712-0618WaterUtilities,1,,279,18778017425563,1,1,1,1,1,7,7,7,4,7,3,5,3,1,2,1,7,7,5,5,3,6,6,5,6,4,6,7,6,5,5,6,7,6
R_0fenP6szoDe4inr,Default Response Set,Anonymous,,,71.237.122.115,0,2015-03-19 13:40:04,2015-03-19 13:45:20,1,1273457544,iZXUO4qzTRRrfDvRCoAJ5A**,27197,Qual712-0618WaterUtilities,1,,316,19140066859123,1,2,1,3,3,6,6,6,5,4,3,5,4,2,2,1,7,7,7,7,7,5,6,6,7,6,7,6,4,6,5,6,7,6
R_0qek9QDr53gDV5j,Default Response Set,Anonymous,,,75.69.165.40,0,2015-03-19 13:42:29,2015-03-19 13:45:41,1,1217773302,iZXUO4qzTRSoSibLw9WCXw**,27197,Qual712-0618WaterUtilities,1,,192,18303132701863,1,3,1,1,1,7,7,7,7,3,4,7,3,4,2,1,6,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R_0cThI07LrDIVRd3,Default Response Set,Anonymous,,,174.16.53.108,0,2015-03-19 13:40:43,2015-03-19 13:48:12,1,1079271344,iZXUO4qzTRR-FIKDxKqQJw**,27197,Qual712-0618WaterUtilities,1,,449,16221448273123,1,2,1,1,1,4,7,7,1,7,4,7,4,1,1,1,7,7,7,7,3,7,7,4,7,4,7,4,4,4,4,7,7,7
R_bg55ihGJsrAzpUp,Default Response Set,Anonymous,,,24.205.27.82,0,2015-03-19 13:39:41,2015-03-19 13:50:37,1,1131882051,iZXUO4qzTRRJPu0KLHraBg**,27197,Qual712-0618WaterUtilities,1,,656,17012187199333,1,1,1,2,2,6,6,6,2,6,6,6,2,1,2,1,7,6,6,6,6,6,6,6,6,6,6,5,4,6,6,7,6,6
R_cO53D2sUuOOjC3X,Default Response Set,Anonymous,,,24.63.84.197,0,2015-03-19 13:46:33,2015-03-19 13:50:55,1,1278066296,iZXUO4qzTRQoaoR94t5vUQ**,27197,Qual712-0618WaterUtilities,1,,262,19209336401683,1,3,1,3,4,5,5,5,2,6,4,4,4,1,1,1,7,2,6,1,3,4,6,4,6,4,4,4,4,4,4,4,4,4
R_1X1xNEvUDRgGbul,Default Response Set,Anonymous,,,73.17.122.154,0,2015-03-19 13:49:22,2015-03-19 13:51:30,1,1277263227,iZXUO4qzTRR-dPD7Yp_KeA**,27197,Qual712-0618WaterUtilities,1,,128,19197266274613,1,3,1,3,3,5,6,5,4,4,3,2,4,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
R_9uxpSIfdnx6YmTb,Default Response Set,Anonymous,,,76.246.64.128,0,2015-03-19 13:49:32,2015-03-19 13:52:05,1,1131891088,iZXUO4qzTRRmRIxn_u_M5A**,27197,Qual712-0618WaterUtilities,1,,153,17012323025443,1,1,1,3,4,4,4,4,3,4,1,1,3,3,1,1,5,4,6,5,6,6,5,6,5,4,5,5,6,5,4,5,5,5
R_eaE2TnpD7m6XJaJ,Default Response Set,Anonymous,,,166.171.121.161,0,2015-03-19 13:49:55,2015-03-19 13:52:53,1,1276501231,iZXUO4qzTRQrpm9aRkrQpg**,27197,Qual712-0618WaterUtilities,2,attention,178,,1,1,1,1,5,5,5,7,3,4,5,6,3,2,2,0,,,,,,,,,,,,,,,,,,
R_5AVzhznQXpOvdKR,Default Response Set,Anonymous,,,24.8.65.156,0,2015-03-19 13:53:13,2015-03-19 13:55:55,1,1131924056,iZXUO4qzTRQpQ8eJcFX00g**,27197,Qual712-0618WaterUtilities,1,,162,17012818534483,1,2,1,1,1,7,7,7,4,4,3,4,4,1,3,1,7,7,6,7,7,7,7,4,4,4,4,4,4,3,4,7,4,4
R_06NEsDaJ8WI3GnP,Default Response Set,Anonymous,,,108.20.143.57,0,2015-03-19 13:57:18,2015-03-19 13:59:02,1,1254723721,iZXUO4qzTRQtlIOyajSz2w**,27197,Qual712-0618WaterUtilities,1,,104,18858497499433,1,3,1,1,1,6,6,7,6,3,2,3,2,6,4,1,6,7,7,6,6,6,7,7,7,7,6,6,6,7,6,6,6,6
R_0pU7m2q4cbWtpU9,Default Response Set,Anonymous,,,71.33.154.13,0,2015-03-19 13:57:01,2015-03-19 14:00:29,1,1208703831,iZXUO4qzTRTh24uTO5tzVQ**,27197,Qual712-0618WaterUtilities,1,,208,18166818552733,1,2,1,2,2,6,6,2,5,4,2,3,3,2,2,1,5,5,4,5,5,4,4,4,4,4,4,4,4,3,4,5,4,5
R_8vrbMlsJDZ3Bki1,Default Response Set,Anonymous,,,98.176.85.83,0,2015-03-19 13:57:24,2015-03-19 14:00:39,1,1110219529,iZXUO4qzTRR0VxApOIJKLg**,27197,Qual712-0618WaterUtilities,1,,195,16686599493673,1,1,1,2,5,6,6,7,3,6,3,6,2,1,1,1,7,6,6,4,7,6,6,6,6,6,6,6,6,6,6,4,6,7
R_85GOADwpox9RRdj,Default Response Set,Anonymous,,,75.166.94.215,0,2015-03-19 13:56:42,2015-03-19 14:01:24,1,1259277268,iZXUO4qzTRTW54pcXrSk8g**,27197,Qual712-0618WaterUtilities,1,,282,18926937310843,1,2,1,1,3,6,7,7,3,6,3,3,6,1,2,1,7,6,6,6,6,6,7,6,6,7,6,4,4,6,4,6,4,4
R_b7TxpaJwgVfxO3b,Default Response Set,Anonymous,,,66.119.33.149,0,2015-03-19 13:54:25,2015-03-19 14:02:16,1,1271985088,iZXUO4qzTRQo2ywT9oW1kA**,27197,Qual712-0618WaterUtilities,1,,471,19117935845443,1,3,1,1,1,7,7,7,7,1,1,1,4,3,2,1,7,7,7,7,5,7,7,7,7,7,7,7,4,7,7,7,7,4
R_eV9xlRsvn4y15Pf,Default Response Set,Anonymous,,,128.103.135.229,0,2015-03-19 14:00:14,2015-03-19 14:02:52,1,1277766256,iZXUO4qzTRSyS57ECr29ow**,27197,Qual712-0618WaterUtilities,1,,158,19204826800483,1,3,1,2,2,7,7,7,5,3,2,4,5,1,1,1,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6
R_066ctRyi0uWHBGd,Default Response Set,Anonymous,,,68.4.70.82,0,2015-03-19 14:00:17,2015-03-19 14:03:34,1,1132200390,iZXUO4qzTRTO_Cbt4EAiOw**,27197,Qual712-0618WaterUtilities,1,,197,17016971834503,1,1,1,1,1,6,5,7,6,4,4,3,3,3,2,1,7,2,6,2,4,4,4,4,4,4,4,4,4,4,4,5,4,4
R_5pslMfNjtKQnEln,Default Response Set,Anonymous,,,67.6.154.149,0,2015-03-19 13:57:56,2015-03-19 14:06:23,1,1247339577,iZXUO4qzTRSReKjfKkHqzg**,27197,Qual712-0618WaterUtilities,1,,507,18747513815113,1,2,1,1,1,6,6,7,3,7,4,5,4,4,1,1,7,5,5,5,7,4,4,4,4,4,4,4,4,5,4,4,4,4
R_3PYNVUojcwPYMAd,Default Response Set,Anonymous,,,96.40.148.193,0,2015-03-19 14:04:27,2015-03-19 14:09:37,1,1243188612,iZXUO4qzTRTi1AvttuYDKg**,27197,Qual712-0618WaterUtilities,1,,310,18685124811163,1,1,1,7,6,7,1,7,4,1,2,1,1,2,1,1,6,2,4,3,5,3,4,3,4,3,4,2,2,2,3,4,4,3
R_0UtSqxKgCGDzBFX,Default Response Set,Anonymous,,,45.48.37.128,0,2015-03-19 14:07:10,2015-03-19 14:11:39,1,1131573661,iZXUO4qzTRQSsOh_tdKwBQ**,27197,Qual712-0618WaterUtilities,1,,269,17007552097633,1,1,1,1,1,7,7,7,7,4,4,4,1,1,1,1,6,6,4,3,7,6,6,4,6,6,6,4,4,5,4,6,6,6
R_9KOngL8GVGoDhUV,Default Response Set,Anonymous,,,107.184.113.16,0,2015-03-19 14:11:14,2015-03-19 14:14:00,1,1257148690,iZXUO4qzTRS-anCLTqzVSQ**,27197,Qual712-0618WaterUtilities,1,,166,18894944783503,1,1,1,1,2,7,7,7,6,6,1,4,4,1,1,1,6,6,6,3,6,6,6,4,6,4,6,4,4,6,4,5,4,6
R_6y9VWf0FmStAIbb,Default Response Set,Anonymous,,,73.38.146.241,0,2015-03-19 14:09:15,2015-03-19 14:14:37,1,1132050195,iZXUO4qzTRQZwuT_683luw**,27197,Qual712-0618WaterUtilities,1,,322,17014714403653,1,3,1,1,2,5,7,6,4,4,3,4,4,1,1,1,7,6,5,6,6,6,6,4,6,4,5,4,4,5,4,5,4,4
R_9AevQyzepSn69qB,Default Response Set,Anonymous,,,65.96.207.17,0,2015-03-19 14:15:43,2015-03-19 14:18:08,1,1277789528,iZXUO4qzTRTOVtv1_M6I3A**,27197,Qual712-0618WaterUtilities,1,,145,19205176578643,1,3,1,2,1,7,6,7,4,3,4,4,4,1,1,1,7,6,6,4,6,4,4,4,6,4,4,4,4,4,4,4,4,4
R_0dZcxX9HREUXkvr,Default Response Set,Anonymous,,,24.8.96.130,0,2015-03-19 14:12:36,2015-03-19 14:19:00,1,1277985148,iZXUO4qzTRSzKkmqudGEjg**,27197,Qual712-0618WaterUtilities,1,,384,19208116747243,1,2,1,1,1,6,6,7,6,1,2,1,5,6,3,1,6,7,6,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7
R_eONU6UBT0Qel5Jz,Default Response Set,Anonymous,,,166.173.63.160,0,2015-03-19 14:22:22,2015-03-19 14:22:58,1,1277782061,iZXUO4qzTRQuGlKFa0K_Og**,27197,Qual712-0618WaterUtilities,2,otherCity,36,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_b18yHu4ZXFb6f65,Default Response Set,Anonymous,,,98.148.88.129,0,2015-03-19 14:22:46,2015-03-19 14:23:18,1,1278631113,iZXUO4qzTRQmA_GxF8C_Vg**,27197,Qual712-0618WaterUtilities,2,otherCity,32,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_3V3bRrUPkfsKGMt,Default Response Set,Anonymous,,,71.211.136.2,0,2015-03-19 14:18:32,2015-03-19 14:24:06,1,1258305686,iZXUO4qzTRTjfR0fOrs2Sw**,27197,Qual712-0618WaterUtilities,1,,334,18912334433383,1,2,1,1,1,7,7,7,4,4,1,6,3,5,2,1,7,6,6,6,2,5,6,6,6,6,6,4,6,6,6,7,4,7
R_1yU09ZvDH3gz1PL,Default Response Set,Anonymous,,,71.156.50.218,0,2015-03-19 14:18:39,2015-03-19 14:24:53,1,1256653898,iZXUO4qzTRRc_8olvHIY2Q**,27197,Qual712-0618WaterUtilities,1,,374,18887508059743,1,1,1,2,2,6,6,6,5,4,4,4,3,2,1,1,6,6,6,4,6,6,6,6,6,5,6,5,6,6,6,6,6,6
R_56mB5ngBoDUFjSt,Default Response Set,Anonymous,,,174.29.67.222,0,2015-03-19 14:22:33,2015-03-19 14:25:16,1,1230268575,iZXUO4qzTRRL_EaMl2Xw9A**,27197,Qual712-0618WaterUtilities,2,attention,163,,1,2,1,1,1,7,7,7,6,4,1,2,1,1,1,0,,,,,,,,,,,,,,,,,,
R_8vKe1rAHrHvbLFP,Default Response Set,Anonymous,,,71.106.223.156,0,2015-03-19 14:17:20,2015-03-19 14:25:45,1,1220863228,iZXUO4qzTRSZEzSFWnEjHQ**,27197,Qual712-0618WaterUtilities,1,,505,18349574289643,1,1,1,1,1,7,7,7,7,1,1,1,1,3,3,1,7,4,5,7,4,5,4,5,5,7,7,6,6,6,5,7,5,7
R_6r72ToKYtsSmhQ9,Default Response Set,Anonymous,,,99.43.49.158,0,2015-03-19 14:22:44,2015-03-19 14:25:58,1,1126412651,iZXUO4qzTRSgHmgnGPsLJQ**,27197,Qual712-0618WaterUtilities,1,,194,16929982117333,1,1,1,4,7,2,1,7,1,6,7,7,6,1,2,1,7,6,6,2,6,7,7,7,7,7,7,7,7,7,7,7,7,7
R_0xsXXVo3R4KjaDP,Default Response Set,Anonymous,,,73.17.149.237,0,2015-03-19 14:24:32,2015-03-19 14:26:32,1,1242552094,iZXUO4qzTRTjdHYt8vW-1Q**,27197,Qual712-0618WaterUtilities,1,,120,18675557945623,1,3,1,1,2,5,5,7,4,4,4,5,4,4,1,1,7,6,6,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4
R_5ALoucXLmh8HCId,Default Response Set,Anonymous,,,50.163.73.244,0,2015-03-19 14:22:13,2015-03-19 14:27:02,1,1277814493,iZXUO4qzTRQDAbfmugopBQ**,27197,Qual712-0618WaterUtilities,1,,289,19205551802593,1,3,1,2,4,4,5,6,2,6,6,6,6,1,1,1,6,5,6,5,6,6,5,5,6,4,6,4,4,4,5,6,4,6
R_784TpwL2NtJwqDb,Default Response Set,Anonymous,,,66.31.233.134,0,2015-03-19 14:24:55,2015-03-19 14:28:46,1,1278631068,iZXUO4qzTRTUboDY5qNvQA**,27197,Qual712-0618WaterUtilities,1,,231,19217824924843,1,3,1,1,2,7,7,7,6,3,3,2,4,3,2,1,7,6,6,7,6,5,6,6,6,5,5,5,5,5,6,5,6,5
R_3UG7w64afb1FGXX,Default Response Set,Anonymous,,,107.2.163.233,0,2015-03-19 14:25:44,2015-03-19 14:29:22,1,1277699959,iZXUO4qzTRSDFs4W2oACpw**,27197,Qual712-0618WaterUtilities,1,,218,19203830356573,1,2,1,1,1,7,7,7,7,1,1,1,4,2,1,1,6,6,7,6,5,6,6,5,5,6,5,4,4,6,5,4,5,6
R_6yE34cb33WAfCNn,Default Response Set,Anonymous,,,75.67.234.118,0,2015-03-19 14:25:33,2015-03-19 14:30:38,1,1254240977,iZXUO4qzTRRlwizHkdvarg**,27197,Qual712-0618WaterUtilities,1,,305,18851241857113,1,3,1,1,1,7,7,7,6,3,2,3,3,1,1,1,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4
R_9zqEgz3FLvaZIDr,Default Response Set,Anonymous,,,98.148.243.164,0,2015-03-19 14:29:22,2015-03-19 14:32:57,1,1272447327,iZXUO4qzTRRqH0MBf6CT9A**,27197,Qual712-0618WaterUtilities,1,,215,19124883297613,1,1,1,1,1,6,7,7,2,6,6,6,4,3,1,1,7,1,1,2,6,6,2,6,1,5,5,5,1,1,5,5,6,5
R_9RgYtOoKol6UqJ7,Default Response Set,Anonymous,,,71.218.8.247,0,2015-03-19 14:31:00,2015-03-19 14:34:07,1,1257173989,iZXUO4qzTRRmE5cHv-g1uA**,27197,Qual712-0618WaterUtilities,1,,187,18895325027473,1,2,1,1,1,7,7,7,5,7,2,7,3,1,1,1,7,6,7,7,7,4,4,6,7,4,7,4,6,4,4,6,4,4
R_3aQPvLuFinGGu5T,Default Response Set,Anonymous,,,96.233.67.11,0,2015-03-19 14:32:25,2015-03-19 14:34:39,1,1275164707,iZXUO4qzTRSj74YUf-aW7w**,27197,Qual712-0618WaterUtilities,1,,134,19165725519013,1,3,1,6,6,3,3,1,3,6,3,6,3,2,2,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
R_07bl9B9Lrpiqgrr,Default Response Set,Anonymous,,,50.187.185.203,0,2015-03-19 14:33:16,2015-03-19 14:35:11,1,1221487144,iZXUO4qzTRQN2ESfPSIAeA**,27197,Qual712-0618WaterUtilities,2,attention,115,,1,3,1,7,7,1,1,7,1,7,7,7,7,1,1,0,,,,,,,,,,,,,,,,,,
R_9BPWN5CDzkgRTmd,Default Response Set,Anonymous,,,216.98.179.10,0,2015-03-19 14:34:11,2015-03-19 14:38:14,1,1253810087,iZXUO4qzTRQji1Wru8vBMQ**,27197,Qual712-0618WaterUtilities,1,,243,18844765580413,1,2,1,1,4,7,7,7,4,4,4,6,4,2,1,1,7,5,5,3,1,4,6,4,7,5,6,4,5,5,4,4,4,4
R_9SwtTzgYxB7F6Pr,Default Response Set,Anonymous,,,23.241.186.89,0,2015-03-19 14:33:42,2015-03-19 14:38:25,1,1249320762,iZXUO4qzTRReFf0X8jAHCQ**,27197,Qual712-0618WaterUtilities,1,,283,18777291025663,1,1,1,1,1,6,6,6,6,4,2,4,2,1,2,1,4,3,4,3,3,2,2,4,4,3,4,3,3,3,3,2,4,4
R_3gGolhRkNoJhOVT,Default Response Set,Anonymous,,,97.124.232.243,0,2015-03-19 14:34:19,2015-03-19 14:38:35,1,1260915061,iZXUO4qzTRT_Wg0UtlvzZw**,27197,Qual712-0618WaterUtilities,2,attention,256,,1,2,1,1,1,7,7,7,4,4,4,4,3,2,1,0,,,,,,,,,,,,,,,,,,
R_bPeQ4En4uFTwbm5,Default Response Set,Anonymous,,,216.249.220.182,0,2015-03-19 14:35:30,2015-03-19 14:38:40,1,1268797164,iZXUO4qzTRQHL2JsMvCSjw**,27197,Qual712-0618WaterUtilities,1,,190,19070021347723,1,2,1,1,2,4,3,4,6,2,1,4,3,7,6,1,6,7,7,6,6,7,7,6,7,6,7,7,4,7,7,6,6,6
R_0Ie1ZShhISI1H0N,Default Response Set,Anonymous,,,23.242.36.80,0,2015-03-19 14:36:08,2015-03-19 14:39:25,1,1203671090,iZXUO4qzTRTHk-NT3vL9cg**,27197,Qual712-0618WaterUtilities,1,,197,18091176455503,1,1,1,1,1,7,7,7,7,7,7,1,1,1,1,1,5,6,6,1,6,6,6,6,4,5,4,5,5,3,5,6,4,4
R_6tk8bzTdqb2wNEx,Default Response Set,Anonymous,,,100.0.4.224,0,2015-03-19 14:39:00,2015-03-19 14:39:32,1,1278545446,iZXUO4qzTRTLhyEA1kvTVA**,27197,Qual712-0618WaterUtilities,2,otherCity,32,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_5pr0UGW0cXJKLU9,Default Response Set,Anonymous,,,70.196.210.34,0,2015-03-19 14:38:02,2015-03-19 14:42:37,1,1278634498,iZXUO4qzTRRNqjb6dVTj5A**,27197,Qual712-0618WaterUtilities,2,attention,275,,1,2,1,1,1,7,7,7,5,5,3,3,7,1,1,0,,,,,,,,,,,,,,,,,,
R_abMVCH3ZJJPVVNb,Default Response Set,Anonymous,,,50.153.150.245,0,2015-03-19 14:43:01,2015-03-19 14:43:23,1,1074247902,iZXUO4qzTRRAZZ7mtUrNpg**,27197,Qual712-0618WaterUtilities,2,otherCity,22,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1NwWFXWLUuBL92t,Default Response Set,Anonymous,,,76.91.33.82,0,2015-03-19 14:43:09,2015-03-19 14:47:17,1,1270703178,iZXUO4qzTRSmatfHxVP_Pw**,27197,Qual712-0618WaterUtilities,1,,248,19098668738143,1,1,1,1,1,7,7,7,6,4,3,4,4,1,1,1,7,6,7,5,7,4,6,4,6,4,6,4,4,4,4,6,4,6
R_2ozDdG0YhdUizC5,Default Response Set,Anonymous,,,99.100.5.79,0,2015-03-19 14:47:21,2015-03-19 14:48:34,1,1277297986,iZXUO4qzTRREPOoorVIBuA**,27197,Qual712-0618WaterUtilities,2,attention,73,,1,1,1,7,7,7,7,7,7,7,7,7,7,3,3,0,,,,,,,,,,,,,,,,,,
R_7TEnSwyaaachY7X,Default Response Set,Anonymous,,,108.59.7.245,0,2015-03-19 14:47:54,2015-03-19 14:49:43,1,1272655586,iZXUO4qzTRRMfS4sxTEM0A**,27197,Qual712-0618WaterUtilities,1,,109,19128013430383,1,1,1,1,1,7,7,7,1,1,7,1,1,7,6,1,7,7,6,6,6,6,7,7,6,7,7,6,7,7,6,7,7,7
R_1R1jyfVDh9B8kdL,Default Response Set,Anonymous,,,96.237.235.168,0,2015-03-19 14:45:59,2015-03-19 14:50:18,1,1079436698,iZXUO4qzTRSMSQRcRnVIXQ**,27197,Qual712-0618WaterUtilities,1,,259,16223933543743,1,3,1,4,3,4,6,5,5,5,3,4,4,1,2,1,6,6,6,4,6,7,6,5,6,6,6,6,6,6,7,6,6,6
R_3r7qwnwiVK0iBo1,Default Response Set,Anonymous,,,73.219.39.154,0,2015-03-19 14:49:54,2015-03-19 14:50:39,1,1220835930,iZXUO4qzTRTs7-Fe1YHKSg**,27197,Qual712-0618WaterUtilities,2,attention,45,,1,3,1,4,4,4,4,4,4,4,4,4,4,4,3,0,,,,,,,,,,,,,,,,,,
R_0SSfnPg0A44RXq5,Default Response Set,Anonymous,,,174.63.57.49,0,2015-03-19 14:51:25,2015-03-19 14:51:55,1,1090400687,iZXUO4qzTRQqplgY8JWUTA**,27197,Qual712-0618WaterUtilities,2,otherCity,30,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_4YJ9eOEfyCLxfF3,Default Response Set,Anonymous,,,108.0.218.128,0,2015-03-19 14:54:06,2015-03-19 14:58:00,1,1277767690,iZXUO4qzTRT1BaBpwy82rg**,27197,Qual712-0618WaterUtilities,1,,234,19204848353503,1,1,1,1,4,7,7,7,5,7,4,3,4,4,1,1,7,4,3,1,6,4,1,6,7,4,4,4,4,4,4,2,4,6
R_a5IMD6udpVmij6B,Default Response Set,Anonymous,,,75.84.32.12,0,2015-03-19 14:58:20,2015-03-19 14:59:04,1,1271253638,iZXUO4qzTRTqdY2O56InIA**,27197,Qual712-0618WaterUtilities,2,otherCity,44,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0HUIRxfVLj9Z6YJ,Default Response Set,Anonymous,,,97.118.127.49,0,2015-03-19 14:57:53,2015-03-19 14:59:10,1,1270721352,iZXUO4qzTRSYtx1DyDqNIQ**,27197,Qual712-0618WaterUtilities,1,,77,19098941893363,1,2,1,4,2,6,4,4,4,4,5,3,3,5,6,1,6,7,7,6,5,5,5,6,6,6,6,6,6,6,6,6,6,7
R_dhVazJDwpA4vgBn,Default Response Set,Anonymous,,,72.74.68.62,0,2015-03-19 14:57:47,2015-03-19 15:00:46,1,1131980803,iZXUO4qzTRSe3j63e7OcmA**,27197,Qual712-0618WaterUtilities,1,,179,17013671441893,1,3,1,1,2,6,7,7,7,4,2,3,4,5,1,1,7,7,6,6,7,6,6,6,6,6,7,6,6,7,6,6,6,6
R_8cUJuJoWj0ntrnf,Default Response Set,Anonymous,,,72.37.141.115,0,2015-03-19 14:58:20,2015-03-19 15:04:20,1,1277773274,iZXUO4qzTRQJaViY6SSMMw**,27197,Qual712-0618WaterUtilities,1,,360,19204932281023,1,1,1,1,1,7,7,7,5,3,2,1,2,1,2,1,7,5,5,4,7,6,6,5,7,5,7,5,5,4,5,6,3,6
R_5aKDr0wkkjtly4d,Default Response Set,Anonymous,,,67.41.136.132,0,2015-03-19 15:00:43,2015-03-19 15:05:44,1,1208636763,iZXUO4qzTRT3yV0gcZP91g**,27197,Qual712-0618WaterUtilities,1,,301,18165810520693,1,2,1,1,3,7,7,7,5,4,3,5,5,1,2,1,7,7,5,6,5,7,5,5,5,5,5,4,6,4,6,5,5,5
R_9FEJhqiftXOxIxL,Default Response Set,Anonymous,,,166.170.46.150,0,2015-03-19 15:05:55,2015-03-19 15:06:37,1,1226369188,iZXUO4qzTRSBvjH7Iroukw**,27197,Qual712-0618WaterUtilities,2,otherCity,42,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_0HrJWLWSR7zoUQd,Default Response Set,Anonymous,,,108.207.254.178,0,2015-03-19 15:03:12,2015-03-19 15:08:11,1,1271684418,iZXUO4qzTRRkPIW2g0SWyQ**,27197,Qual712-0618WaterUtilities,1,,299,19113416775343,1,1,1,1,2,7,6,7,4,5,3,4,5,1,1,1,7,2,5,2,6,4,6,4,5,5,5,6,4,5,4,6,6,4
R_bHq0AMssoEMRTtr,Default Response Set,Anonymous,,,24.63.212.96,0,2015-03-19 15:08:26,2015-03-19 15:09:21,1,1271034260,iZXUO4qzTRTJhGvFiGgZkQ**,27197,Qual712-0618WaterUtilities,2,otherCity,55,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_1TZ0ESQZW4LhIrP,Default Response Set,Anonymous,,,96.40.132.70,0,2015-03-19 15:09:54,2015-03-19 15:12:21,1,1115288353,iZXUO4qzTRSpPg8_M06d9w**,27197,Qual712-0618WaterUtilities,1,,147,16762783918393,1,1,1,3,2,6,6,7,4,6,4,4,4,1,1,1,7,4,6,4,6,7,7,6,7,6,6,7,6,4,7,6,6,4
R_9QRYPcrx8zCmSDX,Default Response Set,Anonymous,,,162.216.121.48,0,2015-03-19 15:16:26,2015-03-19 15:18:12,1,1274794552,iZXUO4qzTRTzL3avKIbgvw**,27197,Qual712-0618WaterUtilities,1,,106,19160162089363,1,1,1,2,2,6,6,6,6,2,2,2,2,6,4,1,5,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,5
R_e39DXI8qCIgRJdz,Default Response Set,Anonymous,,,66.31.72.82,0,2015-03-19 15:15:47,2015-03-19 15:18:27,1,1277761273,iZXUO4qzTRTPRaSl-zdEng**,27197,Qual712-0618WaterUtilities,1,,160,19204751905993,1,3,1,1,3,6,7,7,6,2,2,3,2,7,2,1,1,2,4,4,1,3,1,3,4,2,4,4,2,2,4,2,1,2
R_dcM5XzzF4HEblUF,Default Response Set,Anonymous,,,97.118.23.252,0,2015-03-19 15:13:32,2015-03-19 15:18:45,1,1260476049,iZXUO4qzTRSPluQjfr1-lw**,27197,Qual712-0618WaterUtilities,1,,313,18944954989273,1,2,1,1,1,7,7,7,7,2,1,2,1,5,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,4,6,6,6,6
R_cuVHxRUFEcviTBz,Default Response Set,Anonymous,,,24.9.1.243,0,2015-03-19 15:12:27,2015-03-19 15:22:04,1,1273457976,iZXUO4qzTRT7D1qG3Y3b0A**,27197,Qual712-0618WaterUtilities,1,,577,19140073352083,1,2,1,1,1,6,7,7,6,4,4,2,4,4,1,1,7,7,7,7,7,5,6,4,6,4,5,4,4,4,4,3,4,5
R_07DnthaiXdlGtIp,Default Response Set,Anonymous,,,104.0.133.254,0,2015-03-19 15:23:10,2015-03-19 15:23:39,1,1114854360,iZXUO4qzTRRuRsNBEpMgSw**,27197,Qual712-0618WaterUtilities,2,otherCity,29,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R_00zIerd8eSUdVYh,Default Response Set,Anonymous,,,24.218.91.39,0,2015-03-19 15:22:19,2015-03-19 15:24:42,1,1271587159,iZXUO4qzTRTY8E-szkVZ5Q**,27197,Qual712-0618WaterUtilities,1,,143,19111954972573,1,3,1,5,4,4,5,4,1,6,7,6,4,5,4,1,6,6,6,7,6,5,6,6,7,6,7,6,6,6,5,6,6,7
R_2aHp0znrpf5Pvdr,Default Response Set,Anonymous,,,169.234.149.225,0,2015-03-19 15:12:49,2015-03-19 15:27:52,1,1264209339,iZXUO4qzTRSE9oA-srlgkw**,27197,Qual712-0618WaterUtilities,1,,903,19001066337973,1,1,1,2,5,5,5,4,3,3,5,4,4,2,1,1,5,1,5,5,6,5,5,3,4,4,5,5,3,5,4,5,4,5
